Time X Y Z ID Radius
19 2.42039e-06 9.29387e-06 -3.77883e-07 0 1e-06
19 1.09938e-06 8.7223e-06 -1.83527e-06 1 1e-07
19 1.16123e-06 7.57671e-06 -1.11953e-07 2 1.1e-06
19.05 2.3954e-06 9.3596e-06 -3.97536e-07 0 1e-06
19.05 1.13197e-06 8.6899e-06 -1.77073e-06 1 1e-07
19.05 1.20043e-06 7.60968e-06 -1.01043e-07 2 1.1e-06
19.1 2.43057e-06 9.41975e-06 -3.78749e-07 0 1e-06
19.1 1.15346e-06 8.65676e-06 -1.73483e-06 1 1e-07
19.1 1.22437e-06 7.65121e-06 -9.65603e-08 2 1.1e-06
19.15 2.41499e-06 9.4921e-06 -3.69973e-07 0 1e-06
19.15 1.16855e-06 8.63273e-06 -1.71617e-06 1 1e-07
19.15 1.24412e-06 7.68366e-06 -9.1168e-08 2 1.1e-06
19.2 2.44536e-06 9.53945e-06 -3.23383e-07 0 1e-06
19.2 1.18423e-06 8.63153e-06 -1.72493e-06 1 1e-07
19.2 1.26996e-06 7.70661e-06 -8.37374e-08 2 1.1e-06
19.25 2.4595e-06 9.5311e-06 -2.95892e-07 0 1e-06
19.25 1.20323e-06 8.63691e-06 -1.72692e-06 1 1e-07
19.25 1.28919e-06 7.72244e-06 -7.31717e-08 2 1.1e-06
19.3 2.43573e-06 9.53923e-06 -3.36356e-07 0 1e-06
19.3 1.22911e-06 8.67308e-06 -1.73041e-06 1 1e-07
19.3 1.3192e-06 7.72149e-06 -6.07791e-08 2 1.1e-06
19.35 2.44229e-06 9.50807e-06 -3.0477e-07 0 1e-06
19.35 1.26552e-06 8.72984e-06 -1.75212e-06 1 1e-07
19.35 1.35414e-06 7.73048e-06 -4.46634e-08 2 1.1e-06
19.4 2.40976e-06 9.48255e-06 -2.74251e-07 0 1e-06
19.4 1.29741e-06 8.77639e-06 -1.77717e-06 1 1e-07
19.4 1.36551e-06 7.72653e-06 -3.48223e-08 2 1.1e-06
19.45 2.45731e-06 9.59942e-06 -2.89545e-07 0 1e-06
19.45 1.31673e-06 8.8099e-06 -1.8024e-06 1 1e-07
19.45 1.38214e-06 7.72028e-06 -1.93367e-08 2 1.1e-06
19.5 2.44962e-06 9.61172e-06 -2.5226e-07 0 1e-06
19.5 1.34196e-06 8.83342e-06 -1.78821e-06 1 1e-07
19.5 1.40608e-06 7.71782e-06 -4.60002e-09 2 1.1e-06
19.55 2.45107e-06 9.61771e-06 -2.62583e-07 0 1e-06
19.55 1.36015e-06 8.8454e-06 -1.76263e-06 1 1e-07
19.55 1.42595e-06 7.73056e-06 -4.40934e-09 2 1.1e-06
19.6 2.50343e-06 9.62581e-06 -2.50484e-07 0 1e-06
19.6 1.38208e-06 8.84362e-06 -1.73339e-06 1 1e-07
19.6 1.43729e-06 7.7458e-06 -1.47185e-09 2 1.1e-06
19.65 2.48608e-06 9.64926e-06 -2.4286e-07 0 1e-06
19.65 1.39132e-06 8.83895e-06 -1.68254e-06 1 1e-07
19.65 1.45893e-06 7.77e-06 -4.22055e-09 2 1.1e-06
19.7 2.50365e-06 9.64406e-06 -2.61189e-07 0 1e-06
19.7 1.42272e-06 8.8356e-06 -1.65831e-06 1 1e-07
19.7 1.49097e-06 7.80224e-06 -1.28458e-08 2 1.1e-06
19.75 2.53826e-06 9.65101e-06 -2.75252e-07 0 1e-06
19.75 1.44172e-06 8.82063e-06 -1.66628e-06 1 1e-07
19.75 1.5196e-06 7.83352e-06 -1.0012e-08 2 1.1e-06
19.8 2.53061e-06 9.61509e-06 -2.86065e-07 0 1e-06
19.8 1.44497e-06 8.81324e-06 -1.66921e-06 1 1e-07
19.8 1.52129e-06 7.82952e-06 -4.20153e-09 2 1.1e-06
19.85 2.62482e-06 9.67468e-06 -3.43414e-07 0 1e-06
19.85 1.43197e-06 8.81142e-06 -1.70188e-06 1 1e-07
19.85 1.52447e-06 7.82417e-06 9.16902e-09 2 1.1e-06
19.9 2.58624e-06 9.65703e-06 -3.25664e-07 0 1e-06
19.9 1.42395e-06 8.82293e-06 -1.73613e-06 1 1e-07
19.9 1.52702e-06 7.82042e-06 2.14416e-08 2 1.1e-06
19.95 2.61899e-06 9.61311e-06 -2.81264e-07 0 1e-06
19.95 1.42047e-06 8.84622e-06 -1.7619e-06 1 1e-07
19.95 1.53004e-06 7.82508e-06 2.96553e-08 2 1.1e-06
