Time X Y Z ID Radius Species
4.6 -5.79662e-07 5.57961e-06 -4.85544e-06 6 1e-06 0
4.6 -8.5991e-07 3.59187e-06 -4.47107e-06 7 1e-06 0
4.65 -7.53929e-07 -7.51624e-06 -3.24124e-06 0 1e-06 0
4.65 -1.06897e-06 -9.34132e-06 -2.47923e-06 1 1e-06 0
4.65 -2.64041e-06 -1.05654e-05 -2.47029e-06 2 1e-06 0
4.65 -2.79335e-06 -1.14209e-05 -4.34043e-06 3 1e-06 0
4.65 -8.93325e-07 -1.06857e-05 -4.53681e-06 4 1e-06 0
4.65 2.22646e-07 -1.10881e-05 -2.87033e-06 5 1e-06 0
4.65 -5.7302e-07 5.56039e-06 -4.84002e-06 6 1e-06 0
4.65 -8.64441e-07 3.60369e-06 -4.46272e-06 7 1e-06 0
4.7 -7.57788e-07 -7.50439e-06 -3.23931e-06 0 1e-06 0
4.7 -1.05441e-06 -9.32236e-06 -2.48049e-06 1 1e-06 0
4.7 -2.63411e-06 -1.05475e-05 -2.45535e-06 2 1e-06 0
4.7 -2.78594e-06 -1.14292e-05 -4.33797e-06 3 1e-06 0
4.7 -8.90436e-07 -1.06965e-05 -4.51928e-06 4 1e-06 0
4.7 2.36482e-07 -1.11022e-05 -2.86465e-06 5 1e-06 0
4.7 -5.65542e-07 5.53888e-06 -4.82921e-06 6 1e-06 0
4.7 -8.71486e-07 3.60098e-06 -4.45572e-06 7 1e-06 0
4.75 -7.57427e-07 -7.48449e-06 -3.24053e-06 0 1e-06 0
4.75 -1.02495e-06 -9.30017e-06 -2.48712e-06 1 1e-06 0
4.75 -2.62983e-06 -1.05358e-05 -2.44584e-06 2 1e-06 0
4.75 -2.77837e-06 -1.14297e-05 -4.32938e-06 3 1e-06 0
4.75 -8.90497e-07 -1.07094e-05 -4.49931e-06 4 1e-06 0
4.75 2.45246e-07 -1.11151e-05 -2.86228e-06 5 1e-06 0
4.75 -5.58389e-07 5.52925e-06 -4.81987e-06 6 1e-06 0
4.75 -8.76545e-07 3.58734e-06 -4.44445e-06 7 1e-06 0
4.8 -7.59294e-07 -7.45856e-06 -3.24338e-06 0 1e-06 0
4.8 -9.93324e-07 -9.28405e-06 -2.48948e-06 1 1e-06 0
4.8 -2.62528e-06 -1.05282e-05 -2.43763e-06 2 1e-06 0
4.8 -2.77165e-06 -1.14305e-05 -4.32282e-06 3 1e-06 0
4.8 -8.94118e-07 -1.0721e-05 -4.48125e-06 4 1e-06 0
4.8 2.53718e-07 -1.11159e-05 -2.86213e-06 5 1e-06 0
4.8 -5.47934e-07 5.52108e-06 -4.80993e-06 6 1e-06 0
4.8 -8.8946e-07 3.5628e-06 -4.43321e-06 7 1e-06 0
4.85 -7.61234e-07 -7.42485e-06 -3.24616e-06 0 1e-06 0
4.85 -9.65794e-07 -9.26959e-06 -2.48862e-06 1 1e-06 0
4.85 -2.62186e-06 -1.05232e-05 -2.43134e-06 2 1e-06 0
4.85 -2.76188e-06 -1.14308e-05 -4.31693e-06 3 1e-06 0
4.85 -8.98054e-07 -1.07287e-05 -4.46037e-06 4 1e-06 0
4.85 2.62939e-07 -1.11189e-05 -2.86086e-06 5 1e-06 0
4.85 -5.44898e-07 5.51543e-06 -4.80033e-06 6 1e-06 0
4.85 -9.04179e-07 3.54328e-06 -4.42291e-06 7 1e-06 0
4.9 -7.61444e-07 -7.39213e-06 -3.24515e-06 0 1e-06 0
4.9 -9.41566e-07 -9.25493e-06 -2.48721e-06 1 1e-06 0
4.9 -2.61409e-06 -1.05211e-05 -2.42223e-06 2 1e-06 0
4.9 -2.76753e-06 -1.1431e-05 -4.31095e-06 3 1e-06 0
4.9 -9.07979e-07 -1.07349e-05 -4.44446e-06 4 1e-06 0
4.9 2.71661e-07 -1.1125e-05 -2.86478e-06 5 1e-06 0
4.9 -5.37273e-07 5.51241e-06 -4.79146e-06 6 1e-06 0
4.9 -9.20363e-07 3.52451e-06 -4.41061e-06 7 1e-06 0
4.95 -7.63265e-07 -7.35734e-06 -3.24726e-06 0 1e-06 0
4.95 -9.16124e-07 -9.24548e-06 -2.48182e-06 1 1e-06 0
4.95 -2.60366e-06 -1.05179e-05 -2.42096e-06 2 1e-06 0
4.95 -2.78191e-06 -1.14359e-05 -4.30011e-06 3 1e-06 0
4.95 -9.19749e-07 -1.0746e-05 -4.43469e-06 4 1e-06 0
4.95 2.78751e-07 -1.11262e-05 -2.86842e-06 5 1e-06 0
4.95 -5.3077e-07 5.50289e-06 -4.78063e-06 6 1e-06 0
4.95 -9.37303e-07 3.50026e-06 -4.40204e-06 7 1e-06 0
5 -7.69755e-07 -7.3249e-06 -3.24183e-06 0 1e-06 0
5 -8.88847e-07 -9.23768e-06 -2.47911e-06 1 1e-06 0
5 -2.59433e-06 -1.05107e-05 -2.41211e-06 2 1e-06 0
5 -2.80355e-06 -1.14361e-05 -4.2897e-06 3 1e-06 0
5 -9.28359e-07 -1.07518e-05 -4.42506e-06 4 1e-06 0
5 2.86968e-07 -1.113e-05 -2.87033e-06 5 1e-06 0
5 -5.26549e-07 5.49519e-06 -4.77167e-06 6 1e-06 0
5 -9.48186e-07 3.47866e-06 -4.39842e-06 7 1e-06 0
5.05 -7.73393e-07 -7.29817e-06 -3.23355e-06 0 1e-06 0
5.05 -8.63996e-07 -9.23166e-06 -2.47575e-06 1 1e-06 0
5.05 -2.58373e-06 -1.05115e-05 -2.40651e-06 2 1e-06 0
5.05 -2.82389e-06 -1.14367e-05 -4.27465e-06 3 1e-06 0
5.05 -9.36875e-07 -1.07582e-05 -4.41873e-06 4 1e-06 0
5.05 2.90537e-07 -1.11296e-05 -2.86677e-06 5 1e-06 0
5.05 -5.2449e-07 5.4889e-06 -4.76317e-06 6 1e-06 0
5.05 -9.63848e-07 3.45966e-06 -4.39827e-06 7 1e-06 0
5.1 -7.77189e-07 -7.27713e-06 -3.22538e-06 0 1e-06 0
5.1 -8.48404e-07 -9.21694e-06 -2.47129e-06 1 1e-06 0
5.1 -2.56745e-06 -1.05116e-05 -2.40753e-06 2 1e-06 0
5.1 -2.83845e-06 -1.14327e-05 -4.25474e-06 3 1e-06 0
5.1 -9.46252e-07 -1.0766e-05 -4.41335e-06 4 1e-06 0
5.1 2.92742e-07 -1.11277e-05 -2.86901e-06 5 1e-06 0
5.1 -5.16563e-07 5.48047e-06 -4.75353e-06 6 1e-06 0
5.1 -9.77874e-07 3.44968e-06 -4.39851e-06 7 1e-06 0
5.15 -7.84042e-07 -7.26492e-06 -3.22164e-06 0 1e-06 0
5.15 -8.32246e-07 -9.21057e-06 -2.46025e-06 1 1e-06 0
5.15 -2.55539e-06 -1.05076e-05 -2.414e-06 2 1e-06 0
5.15 -2.84996e-06 -1.14295e-05 -4.23185e-06 3 1e-06 0
5.15 -9.54197e-07 -1.07728e-05 -4.41171e-06 4 1e-06 0
5.15 2.95643e-07 -1.11294e-05 -2.87083e-06 5 1e-06 0
5.15 -5.07021e-07 5.47023e-06 -4.74979e-06 6 1e-06 0
5.15 -9.84773e-07 3.44442e-06 -4.39563e-06 7 1e-06 0
5.2 -7.90998e-07 -7.25595e-06 -3.21372e-06 0 1e-06 0
5.2 -8.20945e-07 -9.20346e-06 -2.45052e-06 1 1e-06 0
5.2 -2.54276e-06 -1.04987e-05 -2.4188e-06 2 1e-06 0
5.2 -2.85772e-06 -1.14251e-05 -4.21294e-06 3 1e-06 0
5.2 -9.60895e-07 -1.07805e-05 -4.4098e-06 4 1e-06 0
5.2 3.02907e-07 -1.11305e-05 -2.87086e-06 5 1e-06 0
5.2 -5.03544e-07 5.45682e-06 -4.74619e-06 6 1e-06 0
5.2 -9.80101e-07 3.44352e-06 -4.39337e-06 7 1e-06 0
5.25 -7.97749e-07 -7.2509e-06 -3.20337e-06 0 1e-06 0
5.25 -8.09292e-07 -9.1966e-06 -2.44331e-06 1 1e-06 0
5.25 -2.52939e-06 -1.04889e-05 -2.42744e-06 2 1e-06 0
5.25 -2.86277e-06 -1.14228e-05 -4.19984e-06 3 1e-06 0
5.25 -9.65313e-07 -1.07819e-05 -4.40826e-06 4 1e-06 0
5.25 3.03131e-07 -1.11297e-05 -2.8664e-06 5 1e-06 0
5.25 -4.98094e-07 5.44957e-06 -4.74458e-06 6 1e-06 0
5.25 -9.74344e-07 3.44525e-06 -4.39603e-06 7 1e-06 0
5.3 -8.00539e-07 -7.25265e-06 -3.19501e-06 0 1e-06 0
5.3 -7.96357e-07 -9.18678e-06 -2.43664e-06 1 1e-06 0
5.3 -2.51312e-06 -1.04752e-05 -2.43595e-06 2 1e-06 0
5.3 -2.8627e-06 -1.14187e-05 -4.1928e-06 3 1e-06 0
5.3 -9.70406e-07 -1.07825e-05 -4.40583e-06 4 1e-06 0
5.3 3.04487e-07 -1.11273e-05 -2.85854e-06 5 1e-06 0
5.3 -4.88604e-07 5.43787e-06 -4.73878e-06 6 1e-06 0
5.3 -9.64839e-07 3.44823e-06 -4.40267e-06 7 1e-06 0
5.35 -7.98072e-07 -7.25937e-06 -3.18821e-06 0 1e-06 0
5.35 -7.90032e-07 -9.17873e-06 -2.42869e-06 1 1e-06 0
5.35 -2.48916e-06 -1.04647e-05 -2.44602e-06 2 1e-06 0
5.35 -2.85702e-06 -1.1419e-05 -4.18155e-06 3 1e-06 0
5.35 -9.76864e-07 -1.07835e-05 -4.39992e-06 4 1e-06 0
5.35 3.06108e-07 -1.11286e-05 -2.85099e-06 5 1e-06 0
5.35 -4.77816e-07 5.42539e-06 -4.73489e-06 6 1e-06 0
5.35 -9.58435e-07 3.45546e-06 -4.41415e-06 7 1e-06 0
5.4 -7.97262e-07 -7.26728e-06 -3.1824e-06 0 1e-06 0
5.4 -7.86771e-07 -9.17513e-06 -2.42137e-06 1 1e-06 0
5.4 -2.46729e-06 -1.04635e-05 -2.45237e-06 2 1e-06 0
5.4 -2.85915e-06 -1.14246e-05 -4.17178e-06 3 1e-06 0
5.4 -9.83918e-07 -1.07816e-05 -4.38789e-06 4 1e-06 0
5.4 3.06239e-07 -1.11366e-05 -2.8398e-06 5 1e-06 0
5.4 -4.70308e-07 5.41821e-06 -4.72838e-06 6 1e-06 0
5.4 -9.52225e-07 3.46288e-06 -4.42292e-06 7 1e-06 0
5.45 -7.93435e-07 -7.28032e-06 -3.17624e-06 0 1e-06 0
5.45 -7.85218e-07 -9.16833e-06 -2.41457e-06 1 1e-06 0
5.45 -2.44814e-06 -1.04588e-05 -2.4572e-06 2 1e-06 0
5.45 -2.87439e-06 -1.14277e-05 -4.16341e-06 3 1e-06 0
5.45 -9.97018e-07 -1.0778e-05 -4.37701e-06 4 1e-06 0
5.45 3.03993e-07 -1.11388e-05 -2.83521e-06 5 1e-06 0
5.45 -4.64911e-07 5.41148e-06 -4.72187e-06 6 1e-06 0
5.45 -9.48262e-07 3.46583e-06 -4.43153e-06 7 1e-06 0
5.5 -7.90556e-07 -7.29448e-06 -3.17255e-06 0 1e-06 0
5.5 -7.85977e-07 -9.16359e-06 -2.4143e-06 1 1e-06 0
5.5 -2.42928e-06 -1.04549e-05 -2.46428e-06 2 1e-06 0
5.5 -2.89495e-06 -1.14358e-05 -4.1553e-06 3 1e-06 0
5.5 -1.01207e-06 -1.07752e-05 -4.36179e-06 4 1e-06 0
5.5 3.06036e-07 -1.11416e-05 -2.83347e-06 5 1e-06 0
5.5 -4.57186e-07 5.40075e-06 -4.71292e-06 6 1e-06 0
5.5 -9.43908e-07 3.47031e-06 -4.43872e-06 7 1e-06 0
5.55 -7.87787e-07 -7.3061e-06 -3.17048e-06 0 1e-06 0
5.55 -7.89297e-07 -9.16111e-06 -2.41015e-06 1 1e-06 0
5.55 -2.41339e-06 -1.04511e-05 -2.4722e-06 2 1e-06 0
5.55 -2.91018e-06 -1.14426e-05 -4.14589e-06 3 1e-06 0
5.55 -1.02372e-06 -1.07747e-05 -4.34236e-06 4 1e-06 0
5.55 3.05883e-07 -1.1141e-05 -2.84177e-06 5 1e-06 0
5.55 -4.48578e-07 5.39256e-06 -4.70319e-06 6 1e-06 0
5.55 -9.39819e-07 3.47525e-06 -4.44229e-06 7 1e-06 0
5.6 -7.87409e-07 -7.31901e-06 -3.16723e-06 0 1e-06 0
5.6 -7.90874e-07 -9.16861e-06 -2.40591e-06 1 1e-06 0
5.6 -2.39489e-06 -1.04464e-05 -2.48336e-06 2 1e-06 0
5.6 -2.9284e-06 -1.14511e-05 -4.13408e-06 3 1e-06 0
5.6 -1.03427e-06 -1.07643e-05 -4.3227e-06 4 1e-06 0
5.6 3.05869e-07 -1.11394e-05 -2.85176e-06 5 1e-06 0
5.6 -4.35537e-07 5.39675e-06 -4.69478e-06 6 1e-06 0
5.6 -9.37633e-07 3.48108e-06 -4.44959e-06 7 1e-06 0
5.65 -7.91088e-07 -7.33197e-06 -3.16539e-06 0 1e-06 0
5.65 -7.91561e-07 -9.19229e-06 -2.39767e-06 1 1e-06 0
5.65 -2.3769e-06 -1.04457e-05 -2.49504e-06 2 1e-06 0
5.65 -2.94309e-06 -1.1459e-05 -4.12409e-06 3 1e-06 0
5.65 -1.04118e-06 -1.07564e-05 -4.30696e-06 4 1e-06 0
5.65 3.09807e-07 -1.11402e-05 -2.85737e-06 5 1e-06 0
5.65 -4.1876e-07 5.41316e-06 -4.68701e-06 6 1e-06 0
5.65 -9.37767e-07 3.48996e-06 -4.44773e-06 7 1e-06 0
5.7 -7.93435e-07 -7.34522e-06 -3.16111e-06 0 1e-06 0
5.7 -7.89189e-07 -9.22603e-06 -2.38708e-06 1 1e-06 0
5.7 -2.36176e-06 -1.0442e-05 -2.50712e-06 2 1e-06 0
5.7 -2.96195e-06 -1.14674e-05 -4.1303e-06 3 1e-06 0
5.7 -1.04782e-06 -1.07467e-05 -4.29211e-06 4 1e-06 0
5.7 3.15344e-07 -1.11426e-05 -2.85964e-06 5 1e-06 0
5.7 -4.06254e-07 5.42344e-06 -4.68007e-06 6 1e-06 0
5.7 -9.31919e-07 3.49423e-06 -4.44259e-06 7 1e-06 0
5.75 -7.97618e-07 -7.35541e-06 -3.15819e-06 0 1e-06 0
5.75 -7.78457e-07 -9.25182e-06 -2.37643e-06 1 1e-06 0
5.75 -2.35641e-06 -1.04469e-05 -2.51852e-06 2 1e-06 0
5.75 -2.97688e-06 -1.14765e-05 -4.13443e-06 3 1e-06 0
5.75 -1.05538e-06 -1.07371e-05 -4.2802e-06 4 1e-06 0
5.75 3.23006e-07 -1.11426e-05 -2.86144e-06 5 1e-06 0
5.75 -3.95503e-07 5.436e-06 -4.67195e-06 6 1e-06 0
5.75 -9.27096e-07 3.49168e-06 -4.43565e-06 7 1e-06 0
5.8 -8.00231e-07 -7.36214e-06 -3.15205e-06 0 1e-06 0
5.8 -7.58829e-07 -9.27026e-06 -2.36434e-06 1 1e-06 0
5.8 -2.35934e-06 -1.046e-05 -2.5277e-06 2 1e-06 0
5.8 -2.99281e-06 -1.14924e-05 -4.14686e-06 3 1e-06 0
5.8 -1.0609e-06 -1.0724e-05 -4.2703e-06 4 1e-06 0
5.8 3.34583e-07 -1.11441e-05 -2.86456e-06 5 1e-06 0
5.8 -3.84931e-07 5.44813e-06 -4.66317e-06 6 1e-06 0
5.8 -9.25217e-07 3.49074e-06 -4.43117e-06 7 1e-06 0
5.85 -8.03689e-07 -7.37344e-06 -3.14304e-06 0 1e-06 0
5.85 -7.40263e-07 -9.28698e-06 -2.3551e-06 1 1e-06 0
5.85 -2.36021e-06 -1.0468e-05 -2.53544e-06 2 1e-06 0
5.85 -3.00833e-06 -1.15051e-05 -4.15694e-06 3 1e-06 0
5.85 -1.06692e-06 -1.07146e-05 -4.25759e-06 4 1e-06 0
5.85 3.47612e-07 -1.11489e-05 -2.8704e-06 5 1e-06 0
5.85 -3.73858e-07 5.45495e-06 -4.65001e-06 6 1e-06 0
5.85 -9.19496e-07 3.48987e-06 -4.42715e-06 7 1e-06 0
5.9 -8.05004e-07 -7.39142e-06 -3.13346e-06 0 1e-06 0
5.9 -7.22262e-07 -9.29789e-06 -2.34461e-06 1 1e-06 0
5.9 -2.36083e-06 -1.04772e-05 -2.54416e-06 2 1e-06 0
5.9 -3.01794e-06 -1.15156e-05 -4.16518e-06 3 1e-06 0
5.9 -1.07097e-06 -1.07143e-05 -4.24983e-06 4 1e-06 0
5.9 3.56622e-07 -1.1149e-05 -2.87325e-06 5 1e-06 0
5.9 -3.66022e-07 5.45655e-06 -4.6393e-06 6 1e-06 0
5.9 -9.1499e-07 3.49665e-06 -4.42994e-06 7 1e-06 0
5.95 -8.03505e-07 -7.41081e-06 -3.12196e-06 0 1e-06 0
5.95 -7.12174e-07 -9.30476e-06 -2.33741e-06 1 1e-06 0
5.95 -2.35939e-06 -1.04846e-05 -2.54972e-06 2 1e-06 0
5.95 -3.02239e-06 -1.15252e-05 -4.17161e-06 3 1e-06 0
5.95 -1.07664e-06 -1.07117e-05 -4.24195e-06 4 1e-06 0
5.95 3.66507e-07 -1.11495e-05 -2.88027e-06 5 1e-06 0
5.95 -3.57851e-07 5.45898e-06 -4.63332e-06 6 1e-06 0
5.95 -9.12307e-07 3.50565e-06 -4.43409e-06 7 1e-06 0
6 -8.05933e-07 -7.43061e-06 -3.10088e-06 0 1e-06 0
6 -7.03116e-07 -9.30935e-06 -2.32834e-06 1 1e-06 0
6 -2.36508e-06 -1.04948e-05 -2.56036e-06 2 1e-06 0
6 -3.02699e-06 -1.15281e-05 -4.17826e-06 3 1e-06 0
6 -1.0858e-06 -1.07104e-05 -4.23055e-06 4 1e-06 0
6 3.78685e-07 -1.11471e-05 -2.88748e-06 5 1e-06 0
6 -3.55642e-07 5.45875e-06 -4.62481e-06 6 1e-06 0
6 -9.05883e-07 3.52058e-06 -4.43967e-06 7 1e-06 0
6.05 -8.04969e-07 -7.44982e-06 -3.08049e-06 0 1e-06 0
6.05 -6.94834e-07 -9.30809e-06 -2.31823e-06 1 1e-06 0
6.05 -2.36831e-06 -1.05026e-05 -2.56872e-06 2 1e-06 0
6.05 -3.02976e-06 -1.15314e-05 -4.18257e-06 3 1e-06 0
6.05 -1.08948e-06 -1.0712e-05 -4.21569e-06 4 1e-06 0
6.05 3.91537e-07 -1.11481e-05 -2.89104e-06 5 1e-06 0
6.05 -3.50418e-07 5.46104e-06 -4.61828e-06 6 1e-06 0
6.05 -9.02764e-07 3.53425e-06 -4.451e-06 7 1e-06 0
6.1 -8.02332e-07 -7.46477e-06 -3.06564e-06 0 1e-06 0
6.1 -6.8599e-07 -9.32054e-06 -2.30108e-06 1 1e-06 0
6.1 -2.36966e-06 -1.05097e-05 -2.57073e-06 2 1e-06 0
6.1 -3.03037e-06 -1.15318e-05 -4.18627e-06 3 1e-06 0
6.1 -1.09012e-06 -1.07165e-05 -4.1977e-06 4 1e-06 0
6.1 4.06533e-07 -1.11512e-05 -2.89371e-06 5 1e-06 0
6.1 -3.45174e-07 5.46661e-06 -4.61891e-06 6 1e-06 0
6.1 -9.02453e-07 3.54498e-06 -4.46085e-06 7 1e-06 0
6.15 -7.99397e-07 -7.47927e-06 -3.04813e-06 0 1e-06 0
6.15 -6.77093e-07 -9.3412e-06 -2.28382e-06 1 1e-06 0
6.15 -2.37037e-06 -1.05108e-05 -2.56941e-06 2 1e-06 0
6.15 -3.02831e-06 -1.15318e-05 -4.18859e-06 3 1e-06 0
6.15 -1.09113e-06 -1.07259e-05 -4.18248e-06 4 1e-06 0
6.15 4.19223e-07 -1.11483e-05 -2.89317e-06 5 1e-06 0
6.15 -3.37428e-07 5.46872e-06 -4.62095e-06 6 1e-06 0
6.15 -8.99521e-07 3.54713e-06 -4.47399e-06 7 1e-06 0
6.2 -7.98199e-07 -7.49548e-06 -3.03067e-06 0 1e-06 0
6.2 -6.75271e-07 -9.37166e-06 -2.26262e-06 1 1e-06 0
6.2 -2.37515e-06 -1.05125e-05 -2.56771e-06 2 1e-06 0
6.2 -3.02598e-06 -1.15297e-05 -4.18518e-06 3 1e-06 0
6.2 -1.09006e-06 -1.07324e-05 -4.17033e-06 4 1e-06 0
6.2 4.26845e-07 -1.11474e-05 -2.89844e-06 5 1e-06 0
6.2 -3.25081e-07 5.46945e-06 -4.62528e-06 6 1e-06 0
6.2 -8.91158e-07 3.549e-06 -4.48593e-06 7 1e-06 0
6.25 -7.94774e-07 -7.50953e-06 -3.01306e-06 0 1e-06 0
6.25 -6.76354e-07 -9.39418e-06 -2.24293e-06 1 1e-06 0
6.25 -2.37038e-06 -1.05129e-05 -2.56748e-06 2 1e-06 0
6.25 -3.02333e-06 -1.15307e-05 -4.17829e-06 3 1e-06 0
6.25 -1.08777e-06 -1.07421e-05 -4.16257e-06 4 1e-06 0
6.25 4.34663e-07 -1.11485e-05 -2.90219e-06 5 1e-06 0
6.25 -3.13772e-07 5.47143e-06 -4.63485e-06 6 1e-06 0
6.25 -8.81518e-07 3.54866e-06 -4.49642e-06 7 1e-06 0
6.3 -7.95827e-07 -7.52649e-06 -2.99272e-06 0 1e-06 0
6.3 -6.79765e-07 -9.41394e-06 -2.22694e-06 1 1e-06 0
6.3 -2.36324e-06 -1.05119e-05 -2.56627e-06 2 1e-06 0
6.3 -3.02251e-06 -1.15338e-05 -4.17475e-06 3 1e-06 0
6.3 -1.08768e-06 -1.07474e-05 -4.1526e-06 4 1e-06 0
6.3 4.40943e-07 -1.11457e-05 -2.90578e-06 5 1e-06 0
6.3 -3.07975e-07 5.47583e-06 -4.64528e-06 6 1e-06 0
6.3 -8.74378e-07 3.54586e-06 -4.50803e-06 7 1e-06 0
6.35 -7.97661e-07 -7.55054e-06 -2.96908e-06 0 1e-06 0
6.35 -6.82232e-07 -9.42771e-06 -2.21593e-06 1 1e-06 0
6.35 -2.35093e-06 -1.05049e-05 -2.56781e-06 2 1e-06 0
6.35 -3.01591e-06 -1.15326e-05 -4.16807e-06 3 1e-06 0
6.35 -1.09049e-06 -1.07547e-05 -4.1448e-06 4 1e-06 0
6.35 4.41945e-07 -1.1139e-05 -2.91061e-06 5 1e-06 0
6.35 -3.06291e-07 5.48321e-06 -4.64906e-06 6 1e-06 0
6.35 -8.68468e-07 3.54014e-06 -4.52412e-06 7 1e-06 0
6.4 -7.9693e-07 -7.57032e-06 -2.94485e-06 0 1e-06 0
6.4 -6.8445e-07 -9.44669e-06 -2.2046e-06 1 1e-06 0
6.4 -2.34527e-06 -1.05007e-05 -2.56396e-06 2 1e-06 0
6.4 -3.01086e-06 -1.15304e-05 -4.16002e-06 3 1e-06 0
6.4 -1.09548e-06 -1.07558e-05 -4.13891e-06 4 1e-06 0
6.4 4.43247e-07 -1.1132e-05 -2.91425e-06 5 1e-06 0
6.4 -2.98747e-07 5.48547e-06 -4.65185e-06 6 1e-06 0
6.4 -8.62088e-07 3.53746e-06 -4.53928e-06 7 1e-06 0
6.45 -7.93464e-07 -7.59066e-06 -2.92183e-06 0 1e-06 0
6.45 -6.74857e-07 -9.4645e-06 -2.18525e-06 1 1e-06 0
6.45 -2.3481e-06 -1.04961e-05 -2.56236e-06 2 1e-06 0
6.45 -3.00326e-06 -1.15268e-05 -4.15807e-06 3 1e-06 0
6.45 -1.10446e-06 -1.07591e-05 -4.13231e-06 4 1e-06 0
6.45 4.43179e-07 -1.11232e-05 -2.9182e-06 5 1e-06 0
6.45 -2.95238e-07 5.48201e-06 -4.65102e-06 6 1e-06 0
6.45 -8.59393e-07 3.53944e-06 -4.55896e-06 7 1e-06 0
6.5 -7.86754e-07 -7.6099e-06 -2.9014e-06 0 1e-06 0
6.5 -6.6843e-07 -9.48787e-06 -2.16597e-06 1 1e-06 0
6.5 -2.3585e-06 -1.04996e-05 -2.56281e-06 2 1e-06 0
6.5 -2.99668e-06 -1.153e-05 -4.15131e-06 3 1e-06 0
6.5 -1.11147e-06 -1.07635e-05 -4.12672e-06 4 1e-06 0
6.5 4.47367e-07 -1.11088e-05 -2.92128e-06 5 1e-06 0
6.5 -2.87127e-07 5.47878e-06 -4.64501e-06 6 1e-06 0
6.5 -8.56292e-07 3.53819e-06 -4.56992e-06 7 1e-06 0
6.55 -7.79292e-07 -7.62462e-06 -2.87558e-06 0 1e-06 0
6.55 -6.61263e-07 -9.51991e-06 -2.14933e-06 1 1e-06 0
6.55 -2.36202e-06 -1.0494e-05 -2.55385e-06 2 1e-06 0
6.55 -2.99039e-06 -1.15348e-05 -4.14702e-06 3 1e-06 0
6.55 -1.11754e-06 -1.07669e-05 -4.12305e-06 4 1e-06 0
6.55 4.49036e-07 -1.11012e-05 -2.91886e-06 5 1e-06 0
6.55 -2.8195e-07 5.47415e-06 -4.63338e-06 6 1e-06 0
6.55 -8.53425e-07 3.53907e-06 -4.58099e-06 7 1e-06 0
6.6 -7.71789e-07 -7.63629e-06 -2.85081e-06 0 1e-06 0
6.6 -6.53769e-07 -9.55258e-06 -2.13673e-06 1 1e-06 0
6.6 -2.37768e-06 -1.04945e-05 -2.54699e-06 2 1e-06 0
6.6 -2.98173e-06 -1.15368e-05 -4.13653e-06 3 1e-06 0
6.6 -1.12421e-06 -1.07717e-05 -4.11458e-06 4 1e-06 0
6.6 4.48774e-07 -1.10939e-05 -2.92088e-06 5 1e-06 0
6.6 -2.73995e-07 5.47382e-06 -4.62449e-06 6 1e-06 0
6.6 -8.52921e-07 3.53466e-06 -4.59141e-06 7 1e-06 0
6.65 -7.64179e-07 -7.64918e-06 -2.83089e-06 0 1e-06 0
6.65 -6.49755e-07 -9.58551e-06 -2.12755e-06 1 1e-06 0
6.65 -2.39919e-06 -1.04901e-05 -2.53272e-06 2 1e-06 0
6.65 -2.97696e-06 -1.1539e-05 -4.12368e-06 3 1e-06 0
6.65 -1.12929e-06 -1.07761e-05 -4.10812e-06 4 1e-06 0
6.65 4.47576e-07 -1.10894e-05 -2.9234e-06 5 1e-06 0
6.65 -2.65277e-07 5.47061e-06 -4.61718e-06 6 1e-06 0
6.65 -8.50931e-07 3.5295e-06 -4.60078e-06 7 1e-06 0
6.7 -7.58634e-07 -7.66162e-06 -2.80926e-06 0 1e-06 0
6.7 -6.43994e-07 -9.6159e-06 -2.11604e-06 1 1e-06 0
6.7 -2.41265e-06 -1.04803e-05 -2.50543e-06 2 1e-06 0
6.7 -2.98276e-06 -1.15501e-05 -4.11498e-06 3 1e-06 0
6.7 -1.15042e-06 -1.07796e-05 -4.10762e-06 4 1e-06 0
6.7 4.48395e-07 -1.10893e-05 -2.92488e-06 5 1e-06 0
6.7 -2.55416e-07 5.46855e-06 -4.60766e-06 6 1e-06 0
6.7 -8.50214e-07 3.52334e-06 -4.60993e-06 7 1e-06 0
6.75 -7.49762e-07 -7.68067e-06 -2.79174e-06 0 1e-06 0
6.75 -6.38492e-07 -9.63989e-06 -2.10224e-06 1 1e-06 0
6.75 -2.4284e-06 -1.04637e-05 -2.48276e-06 2 1e-06 0
6.75 -3.00007e-06 -1.15633e-05 -4.10399e-06 3 1e-06 0
6.75 -1.16869e-06 -1.07872e-05 -4.10633e-06 4 1e-06 0
6.75 4.53253e-07 -1.11017e-05 -2.9308e-06 5 1e-06 0
6.75 -2.45275e-07 5.47026e-06 -4.59405e-06 6 1e-06 0
6.75 -8.4486e-07 3.51512e-06 -4.61531e-06 7 1e-06 0
6.8 -7.43956e-07 -7.70047e-06 -2.77926e-06 0 1e-06 0
6.8 -6.37489e-07 -9.66005e-06 -2.08653e-06 1 1e-06 0
6.8 -2.43768e-06 -1.0448e-05 -2.46278e-06 2 1e-06 0
6.8 -3.02471e-06 -1.15755e-05 -4.09692e-06 3 1e-06 0
6.8 -1.18219e-06 -1.07941e-05 -4.10557e-06 4 1e-06 0
6.8 4.62459e-07 -1.11199e-05 -2.93932e-06 5 1e-06 0
6.8 -2.40261e-07 5.47275e-06 -4.58413e-06 6 1e-06 0
